id,subject_name,percentage_result,centile_result,weight,student
4514,Mathematics,89,12,0.06089233802611893,74128028390
4515,Informatics,80,80,0.054739657998808644,74128028390
4516,Mathematics,79,66,0.0008516915154654914,71157932226
4517,Foreign Language,97,55,0.00288962018629646,71157932226
4518,Physics,52,76,0.9389621256384091,71157932226
4519,Mathematics,16,18,0.5677214716230577,15518975021
4520,Foreign Language,48,61,0.32813131076195245,15518975021
4521,Geography,49,92,0.015517010766081696,15518975021
4522,Foreign Language,28,27,0.1712936953375127,39920239485
4523,Mathematics,98,99,0.8756423775181019,39920239485
4524,Physics,83,29,0.7260251955812005,39920239485
4525,Mathematics,54,75,0.06753769528955589,93417193599
4526,Biology,98,76,0.8593269383996164,93417193599
4527,Foreign Language,11,93,0.6484571031511726,93417193599
4528,Foreign Language,2,52,0.3460674158329333,12004805166
4529,Mathematics,20,98,0.1924416723167287,12004805166
4530,Physics,88,75,0.31291393822732005,12004805166
4531,Mathematics,96,58,0.8720389682544238,17502851981
4532,Foreign Language,16,89,0.27576767646291145,17502851981
4533,Informatics,6,64,0.34711699158173104,17502851981
4534,Foreign Language,65,60,0.6135820123351144,25269292795
4535,Mathematics,46,74,0.8673919337518079,25269292795
4536,Chemistry,47,37,0.7651321814430858,25269292795
4537,Chemistry,62,4,0.9219820030433146,64644603461
4538,Mathematics,82,99,0.12412480961055206,64644603461
4539,Foreign Language,93,81,0.30605273010626644,64644603461
4540,Foreign Language,96,74,0.6868066121883014,57234851473
4541,Mathematics,56,69,0.09697482215018705,57234851473
4542,Chemistry,90,67,0.07941018656396803,57234851473
4543,Foreign Language,68,78,0.30472220067257993,40827626745
4544,Mathematics,42,70,0.7704694442564244,40827626745
4545,Informatics,97,79,0.1828914016725629,40827626745
4546,Foreign Language,2,38,0.11567387383732464,59752028073
4547,Chemistry,2,37,0.5204414636980342,59752028073
4548,Mathematics,47,49,0.8452137476529356,59752028073
4549,Physics,88,77,0.360249599774763,95200181638
4550,Foreign Language,3,66,0.529274708325341,95200181638
4551,Informatics,71,40,0.7138210427218931,95200181638
4552,Physics,3,54,0.7117336366855119,89109798952
4553,Foreign Language,42,95,0.6174907488285875,89109798952
4554,Chemistry,54,89,0.2967709208011584,89109798952
4555,Mathematics,79,2,0.25166738351156637,70408572217
4556,Geography,56,39,0.8277064038349354,70408572217
4557,Informatics,89,66,0.0969931803122348,70408572217
4558,Foreign Language,98,47,0.02113842864277815,36220377494
4559,Mathematics,67,51,0.46369655042588676,36220377494
4560,Informatics,26,68,0.4118826660301127,36220377494
4561,Mathematics,78,24,0.6467370436588702,96728063049
4562,Foreign Language,7,44,0.7256750126506551,96728063049
4563,Geography,71,70,0.07351543753845424,96728063049
4564,Physics,70,50,0.3226467396683945,30593728992
4565,Mathematics,9,15,0.5969782078791225,30593728992
4566,Geography,66,30,0.11867335803591961,30593728992
4567,Polish,81,37,0.44397668652873623,98290068351
4568,Physics,29,79,0.5889850700568239,98290068351
4569,Foreign Language,22,12,0.3935631903177724,98290068351
4570,Geography,81,70,0.35127540584033046,93345874228
4571,Polish,83,46,0.055543965839140674,93345874228
4572,Informatics,48,60,0.5515451705855041,93345874228
4573,Chemistry,28,72,0.37787252722045994,94488652562
4574,Foreign Language,79,0,0.8814569992917144,94488652562
4575,Mathematics,17,75,0.37046283116693957,94488652562
4576,History,60,69,0.8672732990295894,14906816076
4577,Geography,88,91,0.007659316510699177,14906816076
4578,Foreign Language,57,96,0.03194328705834237,14906816076
4579,Mathematics,97,42,0.43801268079486544,33866473183
4580,Chemistry,36,8,0.561789514661353,33866473183
4581,Informatics,56,18,0.19839348399625,33866473183
4582,Foreign Language,14,6,0.7634076148259512,38145060399
4583,Polish,80,88,0.4623432294437847,38145060399
4584,Biology,61,82,0.4625593516842528,38145060399
4585,Polish,52,3,0.5297837491291867,60136970097
4586,Foreign Language,95,15,0.8179232252313483,60136970097
4587,Mathematics,84,34,0.6224522302647163,60136970097
4588,Informatics,44,7,0.7398993186047157,63484182217
4589,Chemistry,43,72,0.15446123008568868,63484182217
4590,Foreign Language,15,20,0.3601280555860472,63484182217
4591,Chemistry,49,63,0.8921475079152931,75500351656
4592,Informatics,12,12,0.9913316652519184,75500351656
4593,Mathematics,25,89,0.01909755919234346,75500351656
4594,Foreign Language,6,72,0.6708853021556788,80421884620
4595,Biology,23,60,0.9854222488460059,80421884620
4596,Physics,52,52,0.7179099023112364,80421884620
4597,Informatics,98,92,0.19845599900104438,13951108931
4598,Foreign Language,66,18,0.3416345519257561,13951108931
4599,Mathematics,53,83,0.4195103947458322,13951108931
4600,Foreign Language,99,10,0.23084147042729897,60349336591
4601,Physics,33,52,0.11368841052073642,60349336591
4602,Informatics,1,53,0.7910024452631211,60349336591
4603,Polish,71,82,0.005846996611836963,15882827722
4604,Mathematics,90,27,0.35419652925057354,15882827722
4605,Foreign Language,65,63,0.9869247632314058,15882827722
4606,Mathematics,67,84,0.28739290476398893,34717952893
4607,Informatics,21,25,0.8352548013799548,34717952893
4608,Biology,82,14,0.9856374730376567,34717952893
4609,Foreign Language,30,42,0.8554392682428363,98892793795
4610,Mathematics,53,48,0.7301667637242647,98892793795
4611,Physics,3,49,0.6689184952796758,98892793795
4612,Polish,92,78,0.030324583479640288,91847358740
4613,Foreign Language,86,64,0.614222441911048,91847358740
4614,History,4,5,0.6487299207350176,91847358740
4615,Informatics,46,15,0.5152188248839216,31975446749
4616,Chemistry,68,83,0.38371257286489846,31975446749
4617,Polish,13,74,0.2809767343524081,31975446749
4618,Foreign Language,100,57,0.8520467578873563,35059147382
4619,Polish,37,9,0.6954367209475243,35059147382
4620,Chemistry,29,45,0.5224206915659328,35059147382
4621,Geography,9,79,0.16649031606668196,74862338324
4622,Foreign Language,30,43,0.027472126993784207,74862338324
4623,Biology,88,34,0.760861796834754,74862338324
4624,Mathematics,73,63,0.6289638174967531,39114557745
4625,Foreign Language,89,22,0.9308928292327744,39114557745
4626,Biology,59,92,0.5223058814447475,39114557745
4627,Mathematics,100,61,0.9589559472466606,32583918585
4628,Polish,19,65,0.9144552806836779,32583918585
4629,Geography,10,47,0.43992796442151016,32583918585
4630,Polish,48,89,0.048111102872196776,68509436626
4631,Mathematics,75,84,0.12085021620729086,68509436626
4632,Foreign Language,99,72,0.7439593096855595,68509436626
4633,Foreign Language,63,11,0.8047055177020916,23343583730
4634,Mathematics,2,26,0.10508706976601867,23343583730
4635,Biology,73,97,0.669751125965127,23343583730
4636,Geography,78,25,0.6014855420719296,46418371925
4637,Mathematics,24,8,0.3463893147843633,46418371925
4638,Physics,52,38,0.227306195571935,46418371925
4639,Informatics,38,3,0.9156204121408461,80503596389
4640,Physics,12,14,0.9231060665750658,80503596389
4641,Chemistry,44,13,0.243514791517489,80503596389
4642,Informatics,55,85,0.3240425114192712,71802337464
4643,Foreign Language,1,73,0.10565864178374329,71802337464
4644,Mathematics,56,49,0.44974499937948476,71802337464
4645,Physics,31,62,0.840506787004425,92828818321
4646,Informatics,79,23,0.5272426935931596,92828818321
4647,Mathematics,37,48,0.9995598554613538,92828818321
4648,Biology,15,37,0.49104266306327893,56438580972
4649,Foreign Language,29,91,0.6467147300096191,56438580972
4650,Physics,20,75,0.9496285606423185,56438580972
4651,Foreign Language,17,14,0.737959106037963,85419306058
4652,Mathematics,64,34,0.6076487273272608,85419306058
4653,Geography,23,5,0.7755421752161709,85419306058
4654,Informatics,32,36,0.036332809123776455,86143130779
4655,Foreign Language,90,9,0.3902154494550223,86143130779
4656,Geography,92,6,0.9955781053998999,86143130779
4657,Chemistry,26,18,0.027030037674461216,39773178674
4658,Biology,4,83,0.8630628629708481,39773178674
4659,Foreign Language,98,70,0.7766363975849666,39773178674
4660,Physics,27,80,0.8178810230460305,28668467237
4661,Foreign Language,41,91,0.6760090056218676,28668467237
4662,Polish,38,19,0.16157839554251452,28668467237
4663,Foreign Language,62,40,0.40004198291863635,16948369366
4664,Mathematics,79,13,0.9830369200857403,16948369366
4665,Informatics,68,1,0.07802889278942571,16948369366
4666,Physics,77,16,0.8523016708264256,60467072675
4667,Geography,90,28,0.4621169225846403,60467072675
4668,Foreign Language,95,58,0.3963061792014325,60467072675
4669,Foreign Language,90,99,0.5765586573636095,74051189310
4670,Mathematics,5,62,0.5701015508401495,74051189310
4671,Physics,5,42,0.24316694276474027,74051189310
4672,Geography,57,95,0.11421150393690227,51731583357
4673,Mathematics,62,95,0.9971575547677828,51731583357
4674,Foreign Language,88,63,0.46392335675743746,51731583357
4675,Geography,40,1,0.8635032852928275,94914162179
4676,Foreign Language,85,1,0.9917353942770334,94914162179
4677,Physics,86,80,0.14674735916423487,94914162179
4678,Biology,27,38,0.6110610895693297,28987331828
4679,Informatics,26,90,0.44748330488433985,28987331828
4680,Mathematics,22,14,0.37152419818275895,28987331828
4681,Foreign Language,11,37,0.08688623260242578,45609330522
4682,Geography,52,56,0.2889759858125234,45609330522
4683,Mathematics,73,51,0.6232547832775999,45609330522
4684,Polish,38,26,0.09404406630639983,77637063678
4685,Mathematics,1,2,0.9485952269599103,77637063678
4686,Foreign Language,29,34,0.491035285109224,77637063678
4687,Mathematics,37,78,0.9959356115018629,60637962785
4688,Physics,81,88,0.12751778368938127,60637962785
4689,Polish,9,54,0.0010145447986461553,60637962785
4690,Mathematics,62,40,0.10660045799203355,14294952323
4691,Physics,15,73,0.3223923279474675,14294952323
4692,Informatics,66,59,0.09494237978675846,14294952323
4693,Physics,88,18,0.6272802090065688,24106129701
4694,Chemistry,33,45,0.6220018777911995,24106129701
4695,Informatics,57,79,0.5451863813162677,24106129701
4696,Mathematics,14,27,0.2958175276258477,49067936302
4697,Physics,50,33,0.6604348385635582,49067936302
4698,Informatics,66,41,0.9050835572827511,49067936302
4699,Mathematics,28,0,0.5315082766673208,73287086434
4700,Chemistry,89,94,0.09101917714557206,73287086434
4701,Informatics,9,55,0.7639767307329047,73287086434
4702,Mathematics,20,42,0.13046573607494882,39875839469
4703,Foreign Language,17,89,0.3394188819637225,39875839469
4704,Other,39,69,0.8192581124500838,39875839469
4705,Foreign Language,37,92,0.7531262106203424,59339748637
4706,History,97,89,0.7489031972511712,59339748637
4707,Polish,25,31,0.15169435146207633,59339748637
4708,Mathematics,25,81,0.22268947657675287,67060839038
4709,Physics,76,79,0.42639028678687785,67060839038
4710,Geography,71,40,0.7344853730460532,67060839038
4711,Foreign Language,26,12,0.6758758120560749,46286489831
4712,Physics,39,21,0.5513225913425125,46286489831
4713,Polish,90,49,0.6677664482145174,46286489831
4714,Foreign Language,18,39,0.9669369458830349,89214178510
4715,Physics,62,13,0.1683457836062454,89214178510
4716,Informatics,1,4,0.14574601568860412,89214178510
4717,Informatics,100,37,0.6320140814095639,94039578113
4718,Geography,41,61,0.5899290760334527,94039578113
4719,Foreign Language,3,89,0.3330117768842812,94039578113
4720,Foreign Language,67,20,0.027375496327189386,77601121964
4721,Informatics,63,4,0.7528965138682451,77601121964
4722,Geography,67,90,0.8194929004582736,77601121964
4723,Mathematics,22,36,0.4940431763925748,38861520215
4724,Other,52,30,0.017945910823201072,38861520215
4725,Foreign Language,81,75,0.5938895141525086,38861520215
4726,Geography,22,40,0.05165699560852155,89865858825
4727,Foreign Language,40,49,0.47843760445798067,89865858825
4728,Biology,19,14,0.7592654865844382,89865858825
4729,Mathematics,56,75,0.36189886158985307,72924004368
4730,Physics,95,10,0.32995992921757955,72924004368
4731,Foreign Language,55,53,0.013182218134246693,72924004368
4732,Foreign Language,7,2,0.9537367862636328,69005734491
4733,Informatics,37,42,0.4561442576483612,69005734491
4734,Mathematics,58,69,0.6049412615763463,69005734491
4735,Foreign Language,83,72,0.9277144027173734,72010447553
4736,Physics,37,84,0.616939013046333,72010447553
4737,Polish,79,91,0.1174996235121265,72010447553
4738,Physics,81,56,0.6042066964038749,78224549057
4739,Mathematics,56,12,0.14060833060762934,78224549057
4740,Foreign Language,90,9,0.8742900909339648,78224549057
4741,Polish,32,12,0.2548785224098006,20554261884
4742,Biology,97,24,0.9904532376765534,20554261884
4743,Chemistry,13,57,0.8057712771383269,20554261884
4744,Chemistry,57,32,0.5646943291937763,88317997839
4745,Informatics,47,97,0.6646440165521554,88317997839
4746,Polish,14,18,0.01804968754058267,88317997839
4747,Other,26,78,0.979826243776682,75684846883
4748,Biology,63,6,0.33392380283758916,75684846883
4749,Foreign Language,72,8,0.04158224749534012,75684846883
4750,Physics,34,35,0.8830157364296991,97536597136
4751,Foreign Language,19,53,0.8756703783249795,97536597136
4752,Mathematics,61,1,0.6157674534368269,97536597136
4753,Foreign Language,55,11,0.6687758402611627,21256790263
4754,Mathematics,18,77,0.7126764817086946,21256790263
4755,Polish,16,35,0.6794467387689265,21256790263
4756,Informatics,6,0,0.9672117156250702,73248119926
4757,Geography,94,86,0.7236389370121957,73248119926
4758,Biology,3,58,0.19931668212132903,73248119926
4759,Physics,80,49,0.12827812512052905,38111891078
4760,Mathematics,75,69,0.006510649325435658,38111891078
4761,Biology,95,2,0.2610220075717239,38111891078
4762,Foreign Language,39,34,0.22899471618168066,81825056312
4763,Polish,27,31,0.8903750629957287,81825056312
4764,Geography,30,29,0.05150152398630692,81825056312
4765,Foreign Language,70,94,0.10564072275270076,84257424186
4766,Physics,8,39,0.1687107891252354,84257424186
4767,Chemistry,66,35,0.5439313540439082,84257424186
4768,Geography,24,87,0.2686988149098105,31746803753
4769,Foreign Language,96,31,0.80153316679514,31746803753
4770,Biology,26,35,0.25342798639668607,31746803753
4771,Physics,32,88,0.9627020313073414,23750388640
4772,Informatics,39,11,0.6009779070183145,23750388640
4773,Mathematics,55,40,0.520376557397674,23750388640
4774,Biology,63,88,0.32295408681351967,76109009714
4775,Mathematics,59,21,0.2108701419137724,76109009714
4776,Informatics,84,89,0.40508647738948056,76109009714
4777,Informatics,3,99,0.5945538634977878,51271852959
4778,Mathematics,26,75,0.7934414933665532,51271852959
4779,Foreign Language,89,98,0.5165212244027003,51271852959
4780,Chemistry,19,27,0.9439609065493649,49110824789
4781,Informatics,4,6,0.318419885849653,49110824789
4782,Foreign Language,85,7,0.018292427654060917,49110824789
4783,Chemistry,35,22,0.8769009181308584,14909184796
4784,Foreign Language,79,59,0.11709665532812596,14909184796
4785,Geography,88,8,0.4321153378812771,14909184796
4786,Foreign Language,93,42,0.784489170116657,80687243107
4787,Informatics,48,85,0.1338746213013131,80687243107
4788,Mathematics,42,17,0.5715360135290587,80687243107
4789,Mathematics,36,76,0.19390555233067086,51748635549
4790,Biology,33,45,0.7110627995324019,51748635549
4791,Foreign Language,82,26,0.4627195855261118,51748635549
4792,Mathematics,69,29,0.6481446787898539,68731749173
4793,Foreign Language,15,45,0.8123365506676227,68731749173
4794,Biology,19,61,0.15677551175064952,68731749173
4795,Foreign Language,32,1,0.8278477689483628,21469179319
4796,Physics,90,63,0.7128804998719972,21469179319
4797,Polish,64,96,0.8525109203015346,21469179319
4798,Geography,100,75,0.7885112808182396,45334388600
4799,Foreign Language,10,19,0.8831254317917091,45334388600
4800,Mathematics,62,27,0.7864197634297897,45334388600
4801,Physics,32,70,0.6225779340870538,66431714521
4802,Mathematics,65,49,0.362499533372037,66431714521
4803,Foreign Language,60,77,0.38815788368940785,66431714521
4804,Mathematics,91,17,0.554248834146543,76510918794
4805,Foreign Language,31,80,0.9085035174462192,76510918794
4806,Physics,11,60,0.15789712597557082,76510918794
4807,Mathematics,97,21,0.3520415418536271,97708928567
4808,History,76,68,0.8680883669740213,97708928567
4809,Informatics,11,41,0.1265424681667433,97708928567
4810,Mathematics,15,72,0.09897977452534157,80022167749
4811,Polish,7,48,0.9354339107307961,80022167749
4812,Physics,17,8,0.6151174777152779,80022167749
4813,Foreign Language,94,32,0.351211338742043,88345546430
4814,Polish,6,45,0.5330698530557244,88345546430
4815,Physics,94,22,0.8783266043749779,88345546430
4816,Mathematics,97,6,0.6869432303341823,69574235126
4817,Biology,93,65,0.5598134498559115,69574235126
4818,Chemistry,9,76,0.9271202052089252,69574235126
4819,Mathematics,57,53,0.9685310550286808,87052646569
4820,Informatics,2,77,0.20146158393588387,87052646569
4821,Foreign Language,31,70,0.08573479195508582,87052646569
4822,Chemistry,20,80,0.363995887549599,84079577910
4823,Mathematics,48,81,0.4353178524060587,84079577910
4824,Foreign Language,8,43,0.3968037932715024,84079577910
4825,Foreign Language,9,45,0.0610026846633015,65841963891
4826,Mathematics,36,8,0.9715685873329812,65841963891
4827,Geography,15,2,0.5627263598484661,65841963891
4828,Chemistry,42,78,0.7685724384695629,21729111460
4829,Biology,96,18,0.23950585064659313,21729111460
4830,Mathematics,84,55,0.10480476684076756,21729111460
4831,Foreign Language,44,3,0.03842020049129036,70395738646
4832,Mathematics,49,42,0.045996904202865285,70395738646
4833,Biology,78,15,0.9839771918266671,70395738646
4834,Physics,51,88,0.7526949537029294,17517657354
4835,Informatics,43,16,0.2507663069529035,17517657354
4836,Foreign Language,52,41,0.9074089075853207,17517657354
4837,Foreign Language,98,48,0.5371222733977863,70630725377
4838,Mathematics,28,50,0.4729079025016605,70630725377
4839,Geography,42,53,0.27686269925414875,70630725377
4840,Mathematics,34,16,0.07028957569464278,45714880303
4841,Foreign Language,40,11,0.21122137312208467,45714880303
4842,Geography,14,13,0.9264657732166143,45714880303
4843,Geography,72,78,0.24046569736308332,14860316516
4844,Foreign Language,6,55,0.9932430730174691,14860316516
4845,Chemistry,36,24,0.21299967594384384,14860316516
4846,Chemistry,60,52,0.5519118383037616,40421089504
4847,Physics,47,85,0.7543330057607228,40421089504
4848,Mathematics,58,0,0.5665671764415682,40421089504
4849,Geography,26,17,0.8214626417026992,13528473535
4850,Physics,8,82,0.18835226517416936,13528473535
4851,Foreign Language,35,58,0.6342586909586634,13528473535
4852,Polish,35,21,0.6333765339943737,39863968958
4853,Mathematics,76,64,0.6197446727999881,39863968958
4854,Informatics,51,69,0.5796332323169413,39863968958
4855,Foreign Language,67,46,0.45150223434306513,85994386617
4856,Mathematics,59,62,0.5551726095306184,85994386617
4857,Physics,5,48,0.6266138783265336,85994386617
4858,Foreign Language,53,73,0.6455374295674459,87431893913
4859,Mathematics,23,93,0.7469604675251814,87431893913
4860,Biology,1,97,0.21829218950218865,87431893913
4861,Physics,100,51,0.5319776705817902,90441945603
4862,Biology,1,64,0.2090656921506785,90441945603
4863,Informatics,94,50,0.6272219655754493,90441945603
4864,Mathematics,79,23,0.23879341570866242,43737372226
4865,Chemistry,47,53,0.5926840585630297,43737372226
4866,Foreign Language,74,14,0.9441106638485424,43737372226
4867,Foreign Language,15,60,0.3046107923613516,20568850777
4868,Physics,53,74,0.38627463387317273,20568850777
4869,Mathematics,20,20,0.36304588701845875,20568850777
4870,Mathematics,4,56,0.4364975540036955,40271337107
4871,Geography,70,42,0.24680239806901183,40271337107
4872,Chemistry,47,48,0.47597361024193896,40271337107
4873,Foreign Language,46,76,0.6198061022209231,50608936930
4874,Mathematics,79,21,0.440128318250503,50608936930
4875,Physics,59,82,0.5739797811356522,50608936930
4876,Mathematics,94,72,0.8639215585045014,19318397695
4877,Foreign Language,87,28,0.7528356747602778,19318397695
4878,Polish,43,18,0.3370146087399535,19318397695
4879,Physics,20,8,0.05341479599743615,33585461685
4880,Mathematics,44,33,0.921338946537515,33585461685
4881,Foreign Language,3,98,0.9454905060475299,33585461685
4882,Biology,28,70,0.9014953051754155,28794489290
4883,Mathematics,55,1,0.09608239802638552,28794489290
4884,Informatics,13,96,0.8689309603833224,28794489290
4885,Mathematics,48,62,0.4022295779515065,74241203112
4886,Physics,53,41,0.6838446640141951,74241203112
4887,Foreign Language,71,86,0.2952111555627215,74241203112
4888,Foreign Language,57,84,0.29675309778207826,72888550947
4889,Mathematics,75,41,0.6017501982024127,72888550947
4890,Informatics,43,79,0.6153257132904045,72888550947
4891,Foreign Language,48,56,0.5899618544462104,83249940951
4892,Mathematics,50,29,0.2258959558335626,83249940951
4893,Biology,86,60,0.05005421237249075,83249940951
4894,Polish,99,53,0.9326582497091781,66416848310
4895,Mathematics,87,46,0.5746789907203126,66416848310
4896,Foreign Language,54,46,0.10338236770497222,66416848310
4897,Polish,92,75,0.8902371680445956,54466309777
4898,Geography,69,41,0.7258537042921849,54466309777
4899,Foreign Language,10,71,0.7827833179280845,54466309777
4900,Polish,6,69,0.29196542168983897,21408657135
4901,Physics,59,90,0.1427388579409392,21408657135
4902,Foreign Language,93,64,0.017025428043349167,21408657135
4903,Foreign Language,4,9,0.4942615922124214,60132852206
4904,Physics,31,49,0.11119240128302965,60132852206
4905,Mathematics,100,11,0.5243620213117216,60132852206
4906,Foreign Language,82,40,0.5194996970053406,12721254993
4907,Mathematics,37,53,0.5454423080694779,12721254993
4908,Chemistry,78,93,0.9453039790362548,12721254993
4909,Informatics,88,29,0.9857686735216115,55616574869
4910,Mathematics,59,18,0.45202780659981767,55616574869
4911,Polish,44,64,0.14584769534637232,55616574869
4912,Mathematics,85,64,0.11331803592125056,55756446190
4913,Physics,57,73,0.9044629796617609,55756446190
4914,Informatics,60,65,0.6468760428619971,55756446190
4915,Physics,68,14,0.753644329732897,10699997013
4916,Foreign Language,80,80,0.28673892508661347,10699997013
4917,Mathematics,35,15,0.008981110648823787,10699997013
4918,Foreign Language,78,41,0.02269171441704898,56211124912
4919,Mathematics,48,7,0.600009337055208,56211124912
4920,Informatics,65,46,0.28064339472804767,56211124912
4921,Geography,88,11,0.40490633028984213,79674277938
4922,Polish,75,20,0.6309113453269098,79674277938
4923,Informatics,0,97,0.34090245964837307,79674277938
4924,Foreign Language,25,84,0.467656097191155,57423274911
4925,Polish,64,77,0.7815330568069757,57423274911
4926,Biology,64,7,0.8803419950517274,57423274911
4927,Informatics,7,100,0.9209334950447758,53770685970
4928,Physics,37,39,0.9130428863527575,53770685970
4929,Foreign Language,85,65,0.6601393919276324,53770685970
4930,Geography,16,81,0.7811116522423153,68997893569
4931,Foreign Language,28,43,0.21418509271171216,68997893569
4932,Informatics,27,39,0.16672251033723784,68997893569
4933,Foreign Language,13,30,0.4446014514856883,18110446536
4934,Mathematics,25,77,0.5677756815636432,18110446536
4935,Physics,62,22,0.9047849316523968,18110446536
4936,Foreign Language,78,5,0.8942053025839503,88647597389
4937,Informatics,62,43,0.9584834966903206,88647597389
4938,Chemistry,4,77,0.4637349874511584,88647597389
4939,Physics,38,95,0.06942487398451092,63888366578
4940,Other,33,94,0.23419109087278778,63888366578
4941,Foreign Language,39,69,0.0760100241661551,63888366578
4942,Informatics,6,84,0.9633802721589402,92380871541
4943,Mathematics,95,71,0.6799683750681553,92380871541
4944,Geography,35,33,0.480815144914575,92380871541
4945,Biology,27,47,0.8198699908650687,64961051553
4946,Mathematics,42,32,0.9138093726964983,64961051553
4947,Physics,70,51,0.5520380372476056,64961051553
4948,Polish,96,14,0.4539466872304685,62951703700
4949,Physics,2,53,0.823391864464133,62951703700
4950,Foreign Language,88,93,0.10976582480403796,62951703700
4951,Informatics,79,22,0.0645360239177798,58751375539
4952,Polish,16,37,0.05193647988261341,58751375539
4953,Foreign Language,68,53,0.43041421098800625,58751375539
4954,Foreign Language,90,37,0.38238939436305575,19978495650
4955,Mathematics,36,70,0.9722600073330515,19978495650
4956,Biology,94,45,0.39312268987255417,19978495650
4957,History,58,29,0.8293494347668583,88254542758
4958,Polish,25,25,0.807255209044426,88254542758
4959,Foreign Language,27,67,0.88667155143867,88254542758
4960,Mathematics,26,48,0.7652415045507708,86466246999
4961,Physics,5,65,0.1922875268387948,86466246999
4962,Polish,97,72,0.5019343587932568,86466246999
4963,Foreign Language,2,6,0.9001704789575484,17787587601
4964,Polish,6,58,0.6874869629161116,17787587601
4965,Mathematics,40,36,0.6722504968285029,17787587601
4966,Mathematics,72,49,0.46795040219953943,61001784474
4967,Foreign Language,54,66,0.9012238742665876,61001784474
4968,Geography,84,42,0.7127914386767961,61001784474
4969,Biology,11,25,0.7026921329191269,81605048698
4970,Informatics,20,82,0.03235858908677458,81605048698
4971,Geography,71,75,0.7373012213103686,81605048698
4972,Informatics,67,41,0.9996527802727153,47890505380
4973,Physics,27,15,0.008110651924782553,47890505380
4974,Foreign Language,32,5,0.3861244429093278,47890505380
4975,Foreign Language,22,78,0.03889661769968289,24660369930
4976,Mathematics,20,28,0.6320566821697359,24660369930
4977,Polish,61,93,0.6819469522677236,24660369930
4978,Mathematics,37,66,0.328350885203046,92255250695
4979,Foreign Language,2,46,0.03282181437163112,92255250695
4980,Geography,59,20,0.9002549097526714,92255250695
4981,Physics,73,90,0.33570062049683747,16726173465
4982,Foreign Language,11,21,0.7780005345333351,16726173465
4983,Mathematics,68,60,0.23273972948857935,16726173465
4984,Physics,68,74,0.6543325699863568,64060041291
4985,Chemistry,40,42,0.8469539836260999,64060041291
4986,Foreign Language,49,59,0.1784041762751758,64060041291
4987,Foreign Language,94,66,0.008202025280808378,78685479264
4988,Geography,30,7,0.34625594237121715,78685479264
4989,Polish,40,74,0.21988220355408128,78685479264
4990,Mathematics,29,80,0.6714437080760104,75505296299
4991,Polish,59,62,0.9916674440918802,75505296299
4992,Informatics,52,24,0.6931445199241456,75505296299
4993,Mathematics,55,34,0.24528911202707293,62613065548
4994,Foreign Language,17,31,0.2976955119679715,62613065548
4995,Physics,96,83,0.5163295943777649,62613065548
4996,Mathematics,66,71,0.42891949049558686,96813591343
4997,Foreign Language,9,78,0.5194829537420678,96813591343
4998,Informatics,40,21,0.007862428907046803,96813591343
4999,Physics,73,44,0.03763126826626628,56027466665
5000,Biology,14,67,0.0950346056177207,56027466665
5001,Mathematics,75,94,0.7156763963673461,56027466665
5002,Foreign Language,96,17,0.6738189905897957,11245266737
5003,Mathematics,64,76,0.35259468246931713,11245266737
5004,Polish,93,13,0.6139715880261339,11245266737
5005,Foreign Language,69,16,0.1809021031420356,58255243705
5006,Mathematics,38,92,0.6401263084789508,58255243705
5007,Chemistry,19,80,0.8396934901093311,58255243705
5008,Polish,66,98,0.34150046046766347,18679435992
5009,Mathematics,40,65,0.9694298213121116,18679435992
5010,Informatics,81,89,0.2350375925906828,18679435992
5011,Biology,20,62,0.768975673856558,39263647632
5012,Informatics,84,37,0.5189253057689374,39263647632
5013,Mathematics,12,82,0.21444618110200409,39263647632
5014,Foreign Language,61,26,0.1591227584542233,87330697523
5015,Informatics,87,59,0.135488401900572,87330697523
5016,Polish,54,47,0.21930122564789067,87330697523
5017,Chemistry,45,13,0.30373286727680315,41796128874
5018,Informatics,94,54,0.8100805845392134,41796128874
5019,Mathematics,41,79,0.011009047053725851,41796128874
5020,Chemistry,53,81,0.513590356600849,50403699522
5021,Mathematics,72,46,0.36857593775777453,50403699522
5022,Foreign Language,64,75,0.23721322760012564,50403699522
5023,Foreign Language,57,22,0.8568024798405733,71017192984
5024,Physics,43,13,0.7875244724655902,71017192984
5025,Mathematics,66,44,0.04729317968439328,71017192984
5026,Foreign Language,48,97,0.23510615958921732,73943035754
5027,Mathematics,41,81,0.5938745049791216,73943035754
5028,Physics,10,66,0.02825797037384803,73943035754
5029,Physics,7,13,0.21259164442895606,27284439040
5030,Biology,18,26,0.5112562948649889,27284439040
5031,Informatics,16,9,0.9338730318132296,27284439040
5032,Foreign Language,82,49,0.11594799860023086,61243659247
5033,History,89,27,0.4391010271321726,61243659247
5034,Mathematics,35,35,0.9706005651471307,61243659247
5035,Biology,46,76,0.08702985352588133,71271594482
5036,Physics,40,25,0.6068197696418778,71271594482
5037,Informatics,8,96,0.9518448567066234,71271594482
5038,Chemistry,81,99,0.3953311458303084,51181983067
5039,Mathematics,63,51,0.8106126367600797,51181983067
5040,Foreign Language,59,80,0.45763237077447083,51181983067
5041,Geography,65,17,0.587040761291053,59082231579
5042,Foreign Language,12,25,0.39604968284196274,59082231579
5043,History,20,62,0.7133439225408067,59082231579
5044,Mathematics,81,49,0.8354579450604367,38883432766
